106.285778,29.547879
106.511402,29.612194
106.514379,29.612548
108.478295,30.76906
107.73371,30.6154
107.734354,30.614103
107.321327,30.257953
107.321799,30.257471
106.481802,29.518727
105.567309,29.422013
105.567309,29.422013
105.920521,29.012356
106.672363,29.002045
106.67055,29.001952
107.09114,29.140795
107.086173,29.140772
107.072386,29.136354
106.341712,28.882455
106.341873,28.882794
106.288601,29.194495
106.288617,29.19517
106.289395,29.196687
105.639388,29.413036
105.640869,29.412994
106.298505,30.070816
106.934267,28.986158
106.689633,28.929528
106.690186,28.930406
106.671453,29.003923
106.671405,29.004819
106.67089,29.004762
106.596557,29.125651
106.596616,29.126372
106.873007,29.258973
106.901529,29.257588
106.971589,29.239095
107.050836,29.1577
107.172255,29.156214
107.171531,29.155849
